TimeLine_Moments,Moment,Moment,,Time line column header for moments
TimeLine_Name,Name:,Name:,,Time line editor name label
TimeLine_Names,Description,Beschreibung,,Time line editor names caption
TimeLine_WindowTitle,Timeline: {0},Zeitlinie: {0},,Time line editor window caption
TimeLine_WindowTitle_CodeEditor,Timeline Moments: {0},Zeitlinienmomente: {0},,Time line code editor window title
TimeLine_ConvertType,Convert to {0},In {0} umwandeln,,Change the event from GML Visual to script or from script to GML Visual
TreeView_AddChildNode,Add Child Node,Untergeordneten Knoten hinzufügen,,context menu option to add a child node
TreeView_AddNode,Add Node,Knoten hinzufügen,,context menu option to add a node
TreeView_AddNodeAfter,Add Node After,Knoten danach hinzufügen,,context menu option to add a node after
TreeView_AddNodeBefore,Add Node Before,Knoten davor hinzufügen,,context menu option to add a node before
TreeView_MoveNodeDown,Move Node Down,Knoten nach unten verschieben,,context menu option to move the node down
TreeView_MoveNodeUp,Move Node Up,Knoten nach oben verschieben,,context menu option to move the node up
UndoAction_AmbigousPropertyMatch,"Failed to store undo property '{0}': \nMultiple potential properties found, does this property use the 'new' keyword?","Rückgängigkeits-Eigenschaft '{0}' konnte nicht gespeichert werden: \nMehrere mögliche Einstellungen gefunden, nutzt diese Einstellung das Schlüsselwort „neu“?",,Log error message for undo failing to store a property
UpdateDialogDownloadNow,Download now,Jetzt herunterladen,,Update new version dialog - download now button
UpdateDialogRemindMe,Remind me later,Später erinnern,,Update new version dialog - remind me later button
UpdateDialogLabel,New version is available! \nYou are on v{0}\nNew version is {1},Neue Version Ist verfügbar! \nSie nutzen v{0}\nDie neue Version ist {1},,Update new version dialog - tell user which version they are on and which version update will take them to
UpdateDialogReleaseNotes,View Release notes,Versionshinweise anzeigen,,Update new version dialog - view release notes button
UpdateDialogTitle,New Version,Neue Version,,Update new version dialog title
User_Login,Login,Anmelden,,Login button
User_Register,Register,Registrieren,,User Login dialog - Register button
User_Login_Title,YoYo Account Login,YoYo-Kontoanmeldung,,User Login dialog
UserLogin_Email,Email/Username,E-Mail/Benutzername,,User Login dialog - e-mail label
UserLogin_Password,Password,Passwort,,User Login dialog - password label
UserLogin_RememberMe,Remember Me,Anmeldedaten merken,,User Login dialog - Remember Me checkbox
User_ProxySettings,Proxy settings,Proxy-Einstellungen,,Proxy setting tool-tip
User_Authentication,Two Step Authentication,Zwei-Faktor-Authentifizierung,,User Login - two step authentication title
User_OK,OK,OK,,User Login - two step authentication ok button
User_AuthenticationCode,Authentication Code,Authentifizierungscode,,User Login - two step authentication label for the authentication code
UserLogin_Retry,Retry,Erneut versuchen,,User Login - Error Retry
UserLogin_MaxDevice,Maximum logins exceeded \nYou can manage your account sessions at accounts.yoyogames.com,Maximale Logins überschritten \nSie können Ihre Account-Sitzungen unter accounts.yoyogames.com verwalten,,User Login Error response 29
UserLogin_Error34,Invalid session (User),Ungültige Sitzung (Benutzer),,User Login Error response 34
UserLogin_Error36,Two-step login required,Zwei-Faktor-Anmeldung erforderlich,,User Login Error response 36
UserLogin_Error37,Required fields missing,Erforderliche Felder fehlen,,User Login Error response 37
UserLogin_Error38,User is banned,Benutzer ist gesperrt,,User Login Error response 38
UserLogin_Error39,Authentication failed. Please verify your username and password and try again.,Authentifizierung fehlgeschlagen. Bitte überprüfen Sie Ihren Benutzernamen und Ihr Passwort und versuchen Sie es erneut.,,User Login Error response 39
UserLogin_Error40,User not found,Benutzer nicht gefunden,,User Login Error response 40
UserLogin_Error44,Device ID mismatch,Geräte-ID stimmt nicht überein,,User Login Error response 44
UserLogin_Error45,Two-step code invalid,Zwei-Faktor-Code ungültig,,User Login Error response 45
UserLogin_Error47,Session not found,Sitzung nicht gefunden,,User Login Error response 47
UserLogin_Error48,Login successful,Anmeldung erfolgreich,,User Login Error response 48
UserLogin_Error54,No beta access,Kein Beta-Zugang,,User Login Error response 48
UserLogin_Error58,Session has expired,Sitzung ist abgelaufen,,User Login Error response 58
UserLogin_Error99,Errors creating session,Fehler bei Sitzungserstellung,,User Login Error response 99
Validate_MaxLength,{0} - Length should be less than {1},{0} - Länge muss unter {1} betragen,,Failed validation by passing an object whose length is too long
Validate_MinLength,{0} - Length should be greater than {1},{0} - Länge muss mehr als {1} betragen,,Failed validation by passing an object whose length is too short
Validate_MVCType,{0} - Object should be of type {2}{1},{0} - Objekt muss vom Typ {2}{1} sein,,Failed validation by passing an object of the wrong type
Validate_MVCType_OrInherits,or inherit from,oder erben von,,Injected to requested error message if the validation is checking parent type
Validate_MVCTypeList,{0} - List should only contain objects of type {2}{1},{0} - Liste darf nur Objekte vom Typ {2}{1} enthalten,,Failed validation by passing a list containing objects of the wrong type
Validate_Range,{0} - Value must be within range {1} - {2},{0} - Wert muss im Bereich {1} - {2} liegen,,Failed validation for value range
Validate_Required,{0} - Value cannot be null,{0} - Wert darf nicht Null sein,,Failed validation by passing a null value to a required property
Validate_StringLength,{0} - String length is invalid must be between {1} and {2} characters,{0} - Zeichenfolgelänge ist ungültig und muss zwischen {1} und {2} Zeichen betragen,,Failed validation for string length
Validate_UniqueLayerName,Failed to set layer name '{0}' it is not unique within room,Ebenenname '{0}' konnte nicht festgelegt werden; ist im Raum nicht eindeutig,,validation error message for non-unique layer name
Validate_UniqueName,Failed to set property on model '{0}' name is not unique,Eigenschaft für Modell '{0}' konnte nicht festgelegt werden; Name ist nicht eindeutig,,validation error message for non-unique resource name
Validate_ImageLayerName,Layer name cannot be blank,Ebenenname darf nicht leer sein.,,validation error message for image layer name
View_Menu_Bookmarks,Bookmarks,Lesezeichen,,Bookmarks menu item
View_Menu_Breakpoints,Breakpoints,Haltepunkt,,View breakpoints menu item
View_Menu_GlobalGameSettings,Global Game Settings,Globale Spieleinstellungen,,View the Global Game Settings menu item
View_Menu_OutputWindow,Output Window,Ausgabefenster,,View output window menu item
Views_Menu_History,History,Verlauf,,Views menu entry for undo history
Views_Menu_Output,Output,Ausgabe,,Views menu entry for the output panel
Views_Menu_Worker,Build Worker,Build Worker,,Views menu entry for the build worker window
Views_Menu_Resources,Resources,Ressourcen,,Views menu entry for resources
Views_Menu_Tutorial,Tutorial Windows,Tutorialfenster,,Views menu entry for tutorial windows
Views_Menu_SearchResults,Search Results,Suchergebnisse,,Views menu entry for the search results panel
Views_Menu_SourceControl,Source Control Output,Quellkontrollen-Ausgabe,,Views menu entry for the source control output window
Views_Menu_Breakpoints,Breakpoints,Haltepunkt,,Views menu entry for the breakpoints window
Views_Menu_CompileErrors,Compile Errors,Kompilierungsfehler,,Views menu entry for the compile errors window
Views_Menu_Macros,IDE Environment Variables,IDE-Umgebungsvariablen,,View Macros window
Window_Close,Close,Schließen,,Close window context menu entry
Window_Minimize,Minimize,Minimieren,,Minimize window context menu entry
TimeLine_MergeWarning,Merging moments is a permanent action that cannot be undone. Are you sure you want to continue?,"Das Zusammenführen von Momenten ist ein dauerhafter Vorgang, der nicht rückgängig gemacht werden kann. Möchten Sie wirklich fortfahren?",,Merge warning for time lines
TimeLine_MergeWarningTitle,Merge Moments,Momente zusammenführen,,Merge moments warning dialog title
TimeLine_DeleteWarning,Deleting moments is a permanent action that cannot be undone. Are you sure you want to continue?,"Das Löschen von Momenten ist ein dauerhafter Vorgang, der nicht rückgängig gemacht werden kann. Möchten Sie wirklich fortfahren?",,Delete warning for time lines
TimeLine_DeleteWarningTitle,Delete Moments,Momente löschen,,Delete moments warning dialog title
Workspace_TabTitle,Workspace {0},Workspace {0},,The default tab name for workspace tabs
Dock_TabTitle,Dock Tab{0},Registerkarte andocken{0},,
RoomEditor_InvalidDragGadget,"The selected layer does not accept the dragged assets, please select an appropriate layer type, ie. object -> instance layer, sprite -> asset or background layer, path -> path layer","Die ausgewählte Ebene akzeptiert die zugezogenen Assets nicht, bitte wählen Sie einen passenden Ebenentyp, z. B. Objekt -> Instanzebene, Sprite -> Asset- oder Hintergrundebene, Pfad -> Pfadebene",, Information warning for dropping resource gadgets on a layer which won't accept them
Dock_FloatingDock_Title,Floating Dock,Schwebendes Dock,,floating dock window title
RoomEditor_InvalidDragLayers,"Unable to drag resources into room, ensure one layer is selected","Ziehen von Ressourcen in den Raum nicht möglich, gehen Sie sicher, dass eine Ebene ausgewählt ist",,Information warning for dropping resource gadgets on the room but layer selection is invalid
RoomEditor_InvalidDragLayerFrozenOrInvisible,"Unable to drag resources into room, ensure selected layer '{0}' is unlocked and visible","Ziehen von Ressourcen in den Raum nicht möglich, gehen Sie sicher, dass die ausgewählte Ebene '{0}' offen und sichtbar ist",,Information warning for dropping resource gadgets on a locked or invisible selected layer
RoomEditor_InvalidTileSet,The selected tile set has no associated sprite please select a valid tile set,Das ausgewählte Tileset ist keinem Sprite zugeordnet. Bitte wählen Sie ein gültiges Tileset aus,,message to be shown when the user has selected a tileset that is not valid (ie. no sprite selected)
RoomEditor_NoTilesetMessage,Your tile set preview will appear here when you select a tile set,"Ihre Tileset-Vorschau erscheint hier, wenn Sie ein Tileset auswählen",,message to be shown when the user has not selected a tile set
RoomEditor_NoLayer,No Tile Layer Selected,Keine Tile-Ebene ausgewählt,,message to be shown when the user has not selected a tile layer
InvalidName_NameInUse,"Invalid name, already in use: {0}. Names must be unique.","Ungültiger Name, wird bereits verwendet: {0}. Namen müssen einzigartig sein.",,Name not unique message
InvalidName_KeywordReserved,"Invalid name, reserved keyword: {0}.","Ungültiger Name, Schlüsselwort ist reserviert: {0}.",,Name is a reserved keyword message
InvalidName_InvalidCharacters,"Invalid name, contains invalid characters: {0}. Should only contain 0-9, a-z, A-Z or _ and not start with 0-9.","Ungültiger Name, enthält ungültige Zeichen: {0}. Darf nur 0-9, a-z, A-Z oder _ enthalten und nicht mit 0-9 beginnen.",,Name contains invalid characters message
InvalidName_InvalidModel,Invalid model.,Ungültiges Modell.,,Invalid model message
ResourceTree_View,View,Anzeige,View,View
ResourceTree_Views,Views,Anzeigen,,Views selector button label
ResourceTree_View_Add,Add New View,Neue Ansicht hinzufügen,,Add New View Prompt
ResourceTree_View_Default,Default,Standard,,default tag
ResourceTree_View_Cannot_Delete_Default,You cannot delete the default view.,Sie können die Standardansicht nicht löschen.,,You cannot delete the default view
ResourceTree_View_Title,Resource Tree,Ressourcenbaum,,Title for above message
ResourceTree_View_DuplicateName,A view with this name already exists. Views must be unique.,Eine Ansicht mit diesem Namen existiert bereits. Anzeigen müssen einzigartig sein.,,Duplicate name warning
ResourceTree_Filter,Filter Tree,Filterbaum,,Filter Tree' checkbox label
ResourceTree_WholeWord,Whole Word,Ganzes Wort,,Whole Word' checkbox label
ResourceTree_FindNext,Find Next,Nächstes finden,,Find Next' button label
ResourceTree_FindPrevious,Find Previous,Vorheriges finden,,Find Previous' button label
ResourceTree_SearchResources,Search...,Suche...,,default contents of the resource tree search resources box
ResourceTree_SearchOptions,Search Options,Suchoptionen,,Additional Search Options
SearchInScript_Search,Find...,Finden...,,Search in Script Search default box text
SearchInScript_Replace,Replace...,Ersetzen...,,Search in Script Replace default box text
SearchInScript_SelectionOnly,Selection Only,Nur Auswahl,,Search in Script Selection Only
GMLVisual_Gadget_DirectionalInput,Directional Input,Direktionale Eingabe,,GML Visual gadget for directional input
GMLVisual_Gadget_NumericInput,Numeric Input,Numerische Eingabe,,GML Visual gadget for numeric input
GMLVisual_Gadget_ApplyTo,Apply To,Anwenden auf,,GML Visual gadget for applying to a specific object or instance
GMLVisual_Gadget_IsRelative,Is Relative,Ist relativ,,GML Visual gadget for determining if a change is relative
GMLVisual_Gadget_IsTemp,Is Temp,Ist vorübergehend,,GML Visual gadget for determining if a target is temp
GMLVisual_Gadget_TextInput,Text Input,Texteingabe,,GML Visual gadget for text input
GMLVisual_Gadget_ExpressionInput,Expression,Ausdruck,,GML Visual gadget for expression input
GMLVisual_Gadget_MenuInput,Menu Input,Menüeingabe,,GML Visual gadget for menu input
GMLVisual_Gadget_MenuExpressionInput,Menu Expression Input,Menüausdruckeingabe,,GML Visual gadget for menu expression input
GMLVisual_Gadget_ResourceSelection,Resource Selection,Ressourcenauswahl,,GML Visual gadget for resource selection
GMLVisual_Gadget_ResourceSelection_SelectResource,Select Asset,Asset auswählen,,GML Visualâ„¢ gadget list view explorer title
GMLVisual_Gadget_BooleanInput,Boolean Input,Boolsche Eingabe,,GML Visual gadget for boolean input
GMLVisual_Gadget_BooleanExprInput,Boolean Expression Input,Eingabe von Boolschem Ausdruck,,GML Visual gadget for boolean input
GMLVisual_Gadget_ColorPicker,Colour Picker,Farbpipette,,GML Visual gadget for picking a color
GMLVisual_Gadget_ColorPalette,Colour Palette,Farbpalette,,GML Visual gadget for picking a color
GMLVisual_Gadget_MultiLineTextInput,Text Input (MultiLine),Texteingabe (MultiLine),,GML Visual gadget for multiline text input
GMLVisual_Gadget_CodeInput,Code Input,Code-Eingabe,,GML Visual gadget for code input
GMLVisual_Gadget_Caption_GroupSelector,Options,Optionen,,GML Visual label caption for the group selector gadget
GMLVisual_Gadget_GroupSelector,Group Selector,Gruppenselektor,,GML Visual group selector gadget name
GMLVisual_Gadget_Caption_IsRelative,Relative,Relativ,,GML Visual gadget caption name for Is Relative
GMLVisual_Gadget_Caption_IsTemp,Temp,Temp,,GML Visual gadget caption name for Is Temp
GMLVisual_Gadget_Caption_ApplyTo,Apply To,Anwenden auf,,GML Visual gadget caption name for Apply To
GMLVisualMaker_AppTitle,GML Visual Maker,GML Visual Maker,,GML Visual Maker application title
GMLVisualMaker_Arguments,Arguments,Argumente,,GML Visual Maker argument gadgets header
GMLVisualMaker_Gadgets,Gadgets,Gadgets,,GML Visual Maker gui gadgets header
GMLVisualMaker_Properties,Argument Properties,Argumenteigenschaften,,GML Visual Maker properties header
GMLVisualMaker_Layout,Argument Layout,Argument-Layout,,GML Visual Maker layout header
GMLVisualMaker_LivePreview,Node Designer ({0}),Knotendesigner ({0}),,GML Visual Maker live preview header
GMLVisualMaker_NoAction,No Action,Keine Aktion,,GML Visual Maker designer title no action selected
GMLVisualMaker_Groups,Layout Groups,Layoutgruppen,,GML Visual Maker layout groups view header
GMLVisualMaker_Menu_Library,Library,Bibliothek,,GML Visual Maker menu entry
GMLVisualMaker_Menu_Nodes,Nodes,Knoten,,GML Visual Maker menu entry
GMLVisualMaker_Menu_Layout,Layout,Layout,,GML Visual Maker menu entry
GMLVisualMaker_Menu_Translation,Translations,Übersetzungen,,GML Visual Maker menu entry
GMLVisualMaker_LangName,Name,Name,,column
GMLVisualMaker_LangEng,English,Englisch,,column
GMLVisualMaker_LangTrans,Translation,Übersetzung,,column
GMLVisualMaker_LangRes,Restrictions,Einschränkungen,,column
GMLVisualMaker_LangDesc,Description,Beschreibung,,column
GMLVisualMaker_Menu_Languages,Languages,Sprachen,,GML Visual Maker menu entry
GMLVisualMaker_Menu_NewLang,New Language,Neue Sprache,,GML Visual Maker menu entry
GMLVisualMaker_Menu_EditLang,Edit Language,Sprache bearbeiten,,GML Visual Maker menu entry
GMLVisualMaker_Group_Default,Default,Standard,,GML Visual Maker default group name
GMLVisualMaker_NewGroup,Group,Gruppe,,GML Visual Maker default new group name
GMLVisualMaker_NewSection,New Section,Neuer Abschnitt,,GML Visual Maker default new section name
GMLVisualMaker_NewAction,New Action,Neue Aktion,,GML Visual Maker default new action name
GMLVisualMaker_Menu_NewNode,New Node,Neuer Knoten,,GML Visual Maker new node menu item
GMLVisualMaker_Menu_SaveNode,Save Node,Knoten speichern,,GML Visual Maker save node menu item
GMLVisualMaker_Menu_PreviewNode,Preview,Vorschau,,GML Visual Maker preview node menu item
GMLVisualMaker_Menu_EvaluateNode,Evaluate,Auswerten,,GML Visual Maker evaluate node menu item
GMLVisualMaker_Menu_LoadLibrary,Load Library,Bibliothek laden,,GML Visual Maker load library menu item
GMLVisualMaker_Menu_SaveLibrary,Save Library,Bibliothek speichern,,GML Visual Maker save library menu item
GMLVisualMaker_Menu_NewLibrary,New Library,Neue Bibliothek,,GML Visual Maker new library menu item
GMLVisualMaker_Library,My Library,Meine Bibliothek,,GML Visual Maker library header text
GMLVisualMaker_Menu_ExportLibrary,Export Library,Bibliothek exportieren,,GML Visual Maker export library menu item
GMLVisualMaker_LibWizard_Label,Write new library name,Neuen Bibliotheknamen schreiben,,GML Visual Maker library wizard name label
GMLVisualMaker_LibWizard_OK,Create Library,Bibliothek erstellen,,GML Visual Maker library wizard OK button
GMLVisualMaker_LibWizard_Cancel,Cancel,Abbrechen,,GML Visual Maker library wizard Cancel button
GMLVisualMaker_Menu_Sections,Sections,Abschnitte,,GML Visual Maker sections menu item
GMLVisualMaker_Menu_AddSection,Add Section,Abschnitt hinzufügen,,GML Visual Maker add section menu item
GMLVisualMaker_Menu_LayoutWizard,Open Layout Wizard...,Layoutassistenten öffnen...,,GML Visual Maker Open Layout Wizard menu item
GMLVisualMaker_Menu_ExpandLocalisation,Expand Localisation,Lokalisierung erweitern,,GML Visual Maker Open Layout Wizard menu item
GMLVisualMaker_Menu_AddGroup,Add Layout Group,Layoutgruppe hinzufügen,,GML Visual Maker add layout group menu item
GMLVisualMaker_Menu_RenameGroup,Rename Layout Group,Layoutgruppe umbenennen,,GML Visual Maker rename layout group menu item
GMLVisualMaker_Menu_RemoveGroup,Remove Layout Group,Layoutgruppe entfernen,,GML Visual Maker remove layout group menu item
GMLVisualMaker_CMenu_AddSection,Add Section,Abschnitt hinzufügen,,GML Visual Maker context menu add section caption
GMLVisualMaker_CMenu_RemoveSectionOrAction,Remove,Entfernen,,GML Visual Maker library context menu remove caption
GMLVisualMaker_CMenu_RenameSectionOrAction,Rename,Umbenennen,,GML Visual Maker library context menu rename caption
GMLVisualMaker_CMenu_EditAction,Edit Action,Aktion bearbeiten,,GML Visual Maker library context menu edit caption
GMLVisualMaker_CMenu_RemoveGadget,Remove Gadget,Gadget entfernen,,GML Visual Maker designer remove gadget menu entry
GMLVisualMaker_CMenu_CopyGadget,Copy Gadget,Gadget kopieren,,GML Visual Maker designer copy gadget menu entry
GMLVisualMaker_CMenu_CutGadget,Cut Gadget,Gadget ausschneiden,,GML Visual Maker designer cut gadget menu entry
GMLVisualMaker_CMenu_PasteGadget,Paste Gadget,Gadget einfügen,,GML Visual Maker designer paste gadget menu entry
GMLVisualMaker_PopUp_OK,OK,OK,,GML Visual Maker popup window OK button
GMLVisualMaker_MustMakeLibrary,No library loaded.,Keine Bibliothek geladen.,,GML Visual Maker no library loaded warning message
GMLVisualMaker_CMenu_AddGroup,Add Group,Gruppe hinzufügen,,GML Visual Maker add group menu entry
GMLVisualMaker_CMenu_RenameGroup,Rename Group,Gruppe umbenennen,,GML Visual Maker rename group menu entry
GMLVisualMaker_CMenu_RemoveGroup,Remove Group,Gruppe entfernen,,GML Visual Maker remove group menu entry
GMLVisualMaker_CannotDeleteDefaultGroup,Default group cannot be deleted.,Standardgruppe kann nicht gelöscht werden.,,GML Visual Maker warning message
GMLVisualMaker_CannotDeleteLibrary,Library cannot be deleted.,Bibliothek kann nicht gelöscht werden.,,GML Visual Maker cannot delete library node warning message
GMLVisualMaker_InvalidActionName,Invalid action name: must be XML compatible.,Ungültiger Aktionsname: Muss XML-kompatibel sein.,,GML Visual Maker invalid action name warning message
GMLVisualMaker_NoActionLayout,This action has no layout.,Diese Aktion hat kein Layout.,,GML Visual Maker invalid action layout warning message
GMLVisualMaker_CantShowPreview,Error -- Cannot show preview.,Fehler -- Vorschau kann nicht angezeigt werden.,,GML Visual Maker cannot show preview warning message
GMLVisualMaker_NotEditingAction,You are not editing an action.,Sie bearbeiten keine Aktion.,,GML Visual Maker not editing action warning message
GMLVisualMaker_NotPreviewingAction,You are not previewing an action.,Sie zeigen keine Aktionsvorschau an.,,GML Visual Maker not previewing action warning message
GMLVisualMaker_EvaluationResult,Evaluation Result,Auswertungsergebnis,,GML Visual Maker evaluation result window caption
GMLVisualMaker_ActionProperties,Action Properties,Aktionseigenschaften,,GML Visual Maker action properties caption
GMLVisualMaker_DefaultCode,// Your code here,// Ihr Code hier,,GML Visual Maker default code input for group
GMLVisualMaker_CodeCaption,Code (Group: {0}),Code (Gruppe: {0}),,GML Visual Maker code for selected group caption
GMLVisualMaker_SaveError,Saving failed.,Speichern fehlgeschlagen.,,GML Visual Maker save error message
GMLVisualMaker_SaveComplete,Library saved.,Bibliothek gespeichert.,,GML Visual Maker library save message
GMLVisualMaker_DialogTitle,GML Visual Maker,GML Visual Maker,,GML Visual Maker dialog title
GMLVisualMaker_UnsavedChanges,There are unsaved changes. Do you want to save?,Es gibt ungespeicherte Änderungen. Möchten Sie speichern?,,GML Visual Maker unsaved changes confirmation dialog
GMLVisualMaker_UnsavedLibrary,Do you want to save the current library before continuing?,"Möchten Sie die aktuelle Bibliothek speichern, bevor Sie fortfahren?",,GML Visual Maker unsaved library
GMLVisualMaker_ExportFailed,Exporting library failed.,Bibliothekexport fehlgeschlagen.,,GML Visual Maker export failed message
GMLVisualMaker_OpenFailed,Couldn't open the specified library.,Die angegebene Bibliothek konnte nicht geöffnet werden.,,GML Visual Maker open library error message
GMLVisualMaker_CantParentAction,Actions can't be parents.,Aktionen können nicht übergeordnet sein.,,GML Visual Maker drag into action error
GMLVisualMaker_CantParentGadget,Gadgets can't be parents.,Gadgets können nicht übergeordnet sein.,,GML Visual Maker drag into Gadgets error
GMLVisualMaker_NoSelectedGadget,You have not selected a gadget.,Sie haben kein Gadget ausgewählt.,,GML Visual Maker no selected gadget error
GMLVisualMaker_NoCopiedGadget,You have not copied a gadget.,Sie haben kein Gadget kopiert.,,GML Visual Maker no copied gadget error
GMLVisualMaker_LayoutWizard,Layout Wizard,Layoutassistent,,GML Visual Maker layout wizard name
GMLVisualMaker_LayoutWizardHelpText,This wizard helps you easily create a layout for your GML Visual action.,Dieser Assistent hilft Ihnen in Handumdrehen ein Layout für Ihre GML Visual-Aktion zu erstellen.,,GML Visual Maker layout wizard help text
GMLVisualMaker_LayoutWizardArgCount,How many arguments do you need?,Wie viele Argumente benötigen Sie?,,GML Visual Maker layout wizard arg count
GMLVisualMaker_LayoutWizardArgCaption,Caption,Beschriftung,,GML Visual Maker layout wizard arg caption label
GMLVisualMaker_LayoutWizardArgGadget,Gadget,Gadget,,GML Visual Maker layout wizard arg gadget label
GMLVisualMaker_LayoutWizardArgTagName,Tag Name,Tag-Name,,GML Visual Maker layout wizard arg tag name label
GMLVisualMaker_LayoutWizardIsRelative,Can Be Relative?,Kann relativ sein?,,GML Visual Maker layout wizard can be relative label
GMLVisualMaker_LayoutWizardProperties,Properties,Eigenschaften,,GML Visual Maker layout wizard properties label
GMLVisualMaker_LayoutWizardIsTemp,Can Be Temp?,Kann vorübergehend sein?,,GML Visual Maker layout wizard can be temp label
GMLVisualMaker_NoLayoutWizardLayout,Layout wizard layout is missing.,Layoutassistenten-Layout fehlt.,,GML Visual Maker layout wizard error
GMLVisual_Loading,Loading...,Wird geladen...,,Loading GML Visual script
GMLVisualMaker_ExpandLocalisationFailed,Failed to expand localisation,Lokalisierung konnte nicht erweitert werden.,,expand localisation error message
GMLVisual_Gadget_Label,Label,Beschriftung,,GML Visual Label gadget localised name
GMLVisual_Gadget_StackPanel,Stack Panel,Stack-Fenster,,GML Visual Stack Panel gadget localised name
GMLVisual_Gadget_Grid,Grid,Gitter,,GML Visual Grid gadget localised name
GMLVisual_Gadget_MKConstantSelector,Mouse & Key Selector,Maus- und Tastenselektor,,GML Visual gadget localised name
Tutorial_Install_NoTutorials,Failed to find any tutorials in the installed package,Es konnten keine Tutorials im installierten Paket gefunden werden,,tutorial install error message
Tutorial_Install_Complete,Tutorial install complete!,Tutorialinstallation abgeschlossen!,,tutorial install complete message
Tutorial_Menu_OpenInBrowser,Open in browser,In Browser öffnen,,tutorial context menu entry
Tutorial_WindowTitle,Tutorial: {0},Tutorial: {0},,tutorial window title
Tutorial_LoadFailed,Error loading tutorial file: {0},Fehler beim Laden von Tutorialdatei: {0},,tutorial load error message
Tutorial_Install_Title,Installing Tutorial,Installation von Tutorial,,tutorial install window title
Tutorial_Installing_Label,Installing:{0},Wird installiert:{0},,tutorial install window name label
Tutorial_Install_ErrorTitle,Error installing tutorial,Fehler bei Tutorialinstallation,,turorial install error
Tutorial_Install_ErrorMessage,Failed to install tutorial package: {0},Tutorialpaket konnte nicht installiert werden: {0},,tutorial install fail message
Tutorial_Create_DisplayNameMissing,Display name must be set,Anzeigename muss festgelegt werden,,tutorial create error
Tutorial_DisplayNameLabel,Display Name:,Anzeigename,,tutorial settings display name
Tutorial_IconFileLabel,Icon File:,Symboldatei:,,tutorial setting icon file label
Tutorial_VideoSettingsLabel,Optional video settings,Optionale Videoeinstellungen,,tutorial settings optional video label
Tutorial_VideoUrlLabel,Video URL:,Video-URL:,,tutorial setting label
Tutorial_VideoHtmlLabel,HTML Video Page:,HTML-Videoseite,,tutorial setting label
Tutorial_StartPageLabel,HTML Start Page:,HTML-Startseite:,,tutorial setting label
Tutorial_Settings_Description,Tutorial Content Settings:,Tutorial-Inhaltseinstellungen:,,tutorial setting description
Tutorial_Dock_Title,Tutorial,Tutorial,,tutorial dock tab title
Tutorial_FileMissing,Could not find {0},{0} konnte nicht gefunden werden,,tutorial missing file message
Tutorial_DisplayNameMissing,Display name must be set,Anzeigename muss festgelegt werden,,tutorial missing display name message
Tutorial_PurchaseFailed,Error acquiring tutorial: {0},Fehler bei Tutorialabruf: {0},,tutorial purchase error message
Tutorial_CreateInfo,Add content to Included Files "TutorialContent" folder,Inhalt zu enthaltenen Dateien im "TutorialContent"-Ordner hinzufügen,,tutorial package create info label
Tutorial_CreateInfo2,Add files for the user to import to Included Files "TutorialResources" folder,Dateien für den Nutzer* zum Importieren der im "TutorialContent"-Ordner enthaltenen Dateien hinzufügen,,tutorial package create info label
Tutorial_UpdateAvailableNotification,Update Available: {0},Update verfügbar: {0},,tutorial package update available notification
Demo_PurchaseFailed,Error Acquiring Demo: {0},Fehler bei Demo-Abruf: {0},,demo purchase error message
yyzimporter_message,YYZ Importer,YYZ-Importer,,YYZ Importer Message Title
yyzimporter_failed,Failed to import YYZ,YYZ konnte nicht importiert werden,,Failed to import YYZ error message
yyzexport_message,YYZ Exporter,YYZ-Exporter,,YYZ Exporter Message Title
yyzexport_success,YYZ Exported Successfully,YYZ erfolgreich exportiert,,YYZ Exported Successfully
yyzexport_failed,YYZ Export Failed,YYZ-Export fehlgeschlagen,,YYZ Export Failed
InheritFromDialog_Title,Inherit From Project,Von Projekt erben,,title for inherit from project dialog
GMLVisualEditor_Menu_Workspace,Workspace,Workspace,,GML Visual Editor Workspace caption
GMLVisualEditor_Menu_Save,Save,Speichern,,GML Visual Editor Workspace Save caption
GMLVisualEditor_Menu_Reload,Reload,Erneut laden,,GML Visual Editor Workspace Reload caption
GMLVisualEditor_CMenu_Preview,Live Preview,Live-Vorschau,,GML Visual Editor Workspace Reload caption
GMLVisualEditor_LivePreviewTitle,GML Preview,GML Vorschau,,GML Visual live preview tab title
GMLVisualNodeWindow_CMenu_PanToThis,Pan,Verschieben,,GML Visual node window context menu
GMLVisualNodeWindow_CMenu_Copy,Copy,Kopieren,,GML Visual node window context menu
GMLVisualNodeWindow_CMenu_Cut,Cut,Ausschneiden,,GML Visual node window context menu
GMLVisualNodeWindow_CMenu_Help,Show Help...,Hilfe anzeigen...,,GML Visual node window context menu
GMLVisualNodeWindow_CMenu_Paste,Paste,Einfügen,,GML Visual node window context menu
GMLVisualNodeWindow_CMenu_CollapseAll,Collapse All,Alle einklappen,,GML Visual node window context menu
GMLVisualNodeWindow_CMenu_Evaluate,Evaluate...,Auswerten...,,GML Visual node window context menu
ggs_graphics_scale,Scaling,Skalierung,,Game Settings Graphics Scale title
ggs_graphics_scale_keepaspectratio,Keep aspect ratio,Bildverhältnis beibehalten,,Game Settings Graphics Scale - Keep Aspect Ratio option
