ResourceNode_AddGroup,Add Group,Добавить группу,,Add a group
ResourceNode_AddFromDefault,Add From Default View,Добавить из обзора по умолчанию,,submenu heading to allow users to select a resource from the default view to add to their user view.
ResourceNode_RemoveFromView,Remove From Current View,Удалить из текущего обзора,,Resource Tree - remove a resource from the current view
ResourceNode_RemoveFromView_Confirm,You are about to remove ""{0}"" from view ""{1}"". Continue?,Вы собираетесь удалить ""{0}"" из представления ""{1}"". Продолжить?,,Resource Tree - confirmation of removal from the current view
ResourceNode_Create,Create,Создать,,Resource Tree node menu - create resource
ResourceNode_GMLVisualToScript,Convert to GML Code,Преобразовать в GML Code,,Resource Tree node menu - GML Visual To GML
ResourceNode_ScriptToGMLVisual,Convert to GML Visual,Преобразовать в GML Visual,,Resource Tree node menu - script to GML Visual
ResourceNode_CreateChild,Create Child,Создать дочерний элемент,,Resource tree context menu label for creating a child resource of the selected node
ResourceNode_CreateDataFile,Create Included File,Создать включенный файл,,Resource Tree node menu - create included file
ResourceNode_Delete,Delete,Удалить,,Resource Tree node menu - delete resource
ResourceNode_Duplicate,Duplicate,Дублировать,,Resource Tree node menu - duplicate
ResourceNode_ImportExtension,Import Extension,Импортировать расширение,,resource node menu - import extension
ResourceNode_InsertDataFile,Insert Included File,Вставить включенный файл,,Resource Tree node menu - insert included file
ResourceNode_OpenExternally,Open Externally,Открыть внешне,,Resource Tree node menu - open externally
ResourceTree_ErrorOpeningExternally,Error Opening Externally,Ошибка при открытии внешне,,Resource Tree node menu - error open externally
ResourceNode_OpenInExplorer,${OpenInExplorer},${OpenInExplorer},,Resource Tree node menu - open in explorer
ResourceNode_OpenAll,Open All,Открыть все,,Resource Tree node menu - open all
ResourceNode_OpenProperties,Open Properties,Открыть свойства,,Resource Tree node menu - open properties
ResourceNode_OpenInMixer,Open In Sound Mixer,Открыть в звуковом микшере,,Resource Tree node menu - open in sound mixer
ResourceNode_RegenerateFont,Regenerate Font,Регенерировать шрифт,,Resource Tree node menu - regenerate font
ResourceNode_RegenerateFonts,Regenerate Fonts,Регенерировать шрифты,,Resource Tree node menu - regenerate fonts
ResourceNode_OpenObjectEvents,Open All Event Scripts,Открыть скрипты всех событий,,Resource Tree node menu - open all event scripts
ResourceNode_ImageAsSprite,Create Sprite From Image(s),Создать спрайт из изображения (-ий),,Resource Tree node menu - create a new sprite from image files
ResourceNode_SetTextureGroup,Assign Texture Group,Назначить группу текстуры,,Resource Tree node menu - set the texture group of selected resources
ResourceNode_NewTextureGroup,Create New...,Создать новую...,,Resource Tree node menu - create new texture group with selected resources
ResourceNode_NewAudioGroup,Create New...,Создать новую...,,Resource Tree node menu - create new audio group with selected resources
ResourceNode_SetAudioGroup,Assign Audio Group,Назначить аудиогруппу,,Resource Tree node menu - set the audio group of selected resources
ResourceNode_Rename,Rename,Переименовать,,Resource Tree node menu - rename resource
ResourceNode_OpenInImageEditor,Open in Image Editor,Открыть в редакторе изображений,,resource node open in image editor
Save_RegeneratedFont,Generated font texture for '{0}',Сгенерирована текстура шрифта для '{0}',,Studio console to notify user of font texture update
Save_RegeneratedFont_NoneExisted,Generated font texture for '{0}' because non existed,"Сгенерирована текстура шрифта для '{0}', потому что ее не было",,Studio console to notify user of font texture update
RegeneratedFonts_DidNothing,No fonts were regenerated.,Не было сгенерировано шрифтов повторно.,,No fonts were regenerated
RegeneratedFonts_Success,Successfully regenerated {0} fonts.,Повторно сгенерировано {0} шрифтов.,,Success message regenerate fonts
RegeneratedFonts_Success_Legacy,Successfully regenerated {0} fonts.\n{1} legacy fonts were excluded.,Повторно сгенерировано {0} шрифтов.\n{1} унаследованных шрифтов исключено.,,Success message regenerate fonts
RegeneratedFonts_Success_Unavailable,Successfully regenerated {0} fonts.\n{2} fonts were unavailable.,Повторно сгенерировано {0} шрифтов.\n{2} шрифтов недоступно.,,Success message regenerate fonts
RegeneratedFonts_Success_Legacy_Unavailable,Successfully regenerated {0} fonts.\n{1} legacy fonts were excluded.\n{2} fonts were unavailable.,Повторно сгенерировано {0} шрифтов.\n{1} унаследованных шрифтов исключено.\n{2} шрифтов недоступно.,,Success message regenerate fonts
RegeneratedFonts_Failed,Failed to regenerate one or more fonts.,Ошибка повторного генерирования одного или более шрифтов.,,Success message regenerate fonts
RegeneratedFonts_Failed_Legacy,Failed to regenerate one or more fonts.\n{1} legacy fonts were excluded.,Ошибка повторного генерирования одного или более шрифтов.\n{1} унаследованных шрифтов исключено.,,Success message regenerate fonts
RegeneratedFonts_Failed_Unavailable,Failed to regenerate one or more fonts.\n{2} fonts were unavailable.,Ошибка повторного генерирования одного или более шрифтов.\n{2} шрифтов недоступно.,,Success message regenerate fonts
RegeneratedFonts_Failed_Legacy_Unavailable,Failed to regenerate one or more fonts.\n{1} legacy fonts were excluded.\n{2} fonts were unavailable.,Ошибка повторного генерирования одного или более шрифтов.\n{1} унаследованных шрифтов исключено.\n{2} шрифтов недоступно.,,Success message regenerate fonts
ResourceTree_Configs,Configurations,Конфигурации,,
ResourceTree_DirectoryDelete_Confirm,"You are about to delete the directory ""{0}"" and all the items it contains. Continue?","Вы собираетесь удалить директорию ""{0}"" и все элементы, которые она содержит. Продолжить?",,Resource tree directory delete user confirmation
ResourceTree_Extensions,Extensions,Расширения,,"Resource tree ""Extensions"" label"
ResourceTree_FileDelete_Confirm,"You are about to delete the file ""{0}"". Continue?","Вы собираетесь удалить файл ""{0}"". Продолжить?",,Resource tree file delete user confirmation
ResourceTree_Fonts,Fonts,Шрифты,,"Resource tree ""Fonts"" label"
ResourceTree_Folders,Folders,Папки,,resource tree folders resource label
ResourceTree_IncludedFiles,Included Files,Включенные файлы,,"Resource tree ""Included Files"" label"
ResourceTree_NoResourceFound,No results found,Результатов не найдено,,message when nothing found when searching resource tree
ResourceMenu_CreateExtension,Create Extension,Создать расширение,,"Resource menu ""Create Extension"" entry"
ResourceMenu_CreateFont,Create Font,Создать шрифт,,"Resource menu ""Create Font"" entry"
ResourceMenu_CreateIncludedFile,Create Included File,Создать включенный файл,,"Resource menu ""Create Included File"" entry"
ResourceMenu_CreateObject,Create Object,Создать объект,,"Resource menu ""Create Object"" entry"
ResourceMenu_CreatePath,Create Path,Создать путь,,"Resource menu ""Create Path"" entry"
ResourceMenu_CreateRoom,Create Room,Создать рум,,"Resource menu ""Create Room"" entry"
ResourceMenu_CreateScript,Create Script,Создать скрипт,,"Resource menu ""Create Script"" entry"
ResourceMenu_CreateShader,Create Shader,Создать шейдер,,"Resource menu ""Create Shader"" entry"
ResourceMenu_CreateSound,Create Sound,Создать звук,,"Resource menu ""Create Sound"" entry"
ResourceMenu_CreateSprite,Create Sprite,Создать спрайт,,"Resource menu ""Create Sprite"" entry"
ResourceMenu_CreateTileset,Create Tile Set,Создать набор плиток,,"Resource menu ""Create Tile Set"" entry"
ResourceMenu_CreateNote,Create Note,Создать примечание,,"Resource menu ""Create Note"" entry"
ResourceMenu_CreateTimeline,Create Timeline,Создать временную шкалу,,"Resource menu ""Create Timeline"" entry"
ResourceMenu_Resources,Resources,Ресурсы,,Main resources menu entry
ResourceTree_MultipleResourceDelete_Confirm,Are you sure you want to delete these resources: {0}?,"Вы уверены, что хотите удалить эти ресурсы: {0}?",,Resource tree delete confirmation label
ResourceTree_MultipleResourceDelete_IncludedFiles_Confirm,Are you sure you want to delete these resources: {0}?\nIncluded files/folders on disk will be deleted,"Вы уверены, что хотите удалить эти ресурсы: {0}?\nВключенные файлы/папки на диске будут удалены",,Resource tree delete confirmation label
ResourceTree_MultipleResourceDelete_Events_Confirm,Are you sure you want to delete these resources: {0}?\nCollision events with deleted objects will also be deleted,"Вы уверены, что хотите удалить эти ресурсы: {0}?\nСобытия столкновения с удаленными объектами также будут удалены",,Resource tree delete confirmation label
ResourceTree_Notes,Notes,Примечания,,"Resource tree ""Notes"" label"
ResourceTree_Objects,Objects,Объекты,,"Resource tree ""Objects"" label"
ResourceTree_Options,Options,Опции,,options
ResourceTree_Paths,Paths,Пути,,"Resource tree ""Paths"" label"
ResourceTree_ResourceDelete_Confirm,Are you sure you want to delete {0}?,"Вы уверены, что хотите удалить {0}?",,Resource tree delete confirmation label
ResourceTree_ResourceDelete_IncludedFiles_Confirm,Are you sure you want to delete {0}?\nIncluded files/folders on disk will be deleted,"Вы уверены, что хотите удалить {0}?\nВключенные файлы/папки на диске будут удалены",,Resource tree folder delete confirmation label
ResourceTree_ResourceDelete_Events_Confirm,Are you sure you want to delete {0}?\nCollision events with deleted objects will also be deleted,"Вы уверены, что хотите удалить {0}?\nСобытия столкновения с удаленными объектами также будут удалены",,Resource tree delete events confirmation label
ResourceTree_Rooms,Rooms,Румы,,"Resource tree ""Rooms"" label"
ResourceTree_Scripts,Scripts,Скрипты,,"Resource tree ""Scripts"" label"
ResourceTree_Shaders,Shaders,Шейдеры,,"Resource tree ""Shaders"" label"
ResourceTree_Sounds,Sounds,Звуки,,"Resource tree ""Sounds"" label"
ResourceTree_Sprites,Sprites,Спрайты,,"Resource tree ""Sprites"" label"
ResourceTree_Tilesets,Tile Sets,Наборы плиток,,"Resource tree ""Tile Sets"" label"
ResourceTree_Timelines,Timelines,Временные шкалы,,"Resource tree ""Timelines"" label"
ResourceTree_Title,Assets,Ресурсы,,Assets title
ResourceTree_ViewNameInUse,View Name Already In Use,Название обзора уже используется,,label to show view name is already in use when renaming
ResourceTree_CannotRenameDefaultView,Cannot rename Default View,Не удается переименовать обзор по умолчанию,,label to show that you cannot rename default view
ResourceTree_LotsOfResourcesWarning,Do you want to open {0} resources for edit?,Вы хотите открыть {0} ресурсов для редактирования?,,label to warn user they are about to open a lot of resources
ResourceTree_LotsOfResourcesTitle,Opening Lots of Resources,Открытие множества ресурсов,,title for warning dialog box
ResourceTree_CloneViewToolTip,Clone current view,Клонировать текущий обзор,,clone view tooltip
ResourceTree_AddViewToolTip,Add new view,Добавить новый обзор,,add new view tooltip
ResourceTree_DeleteViewToolTip,Delete current view,Удалить текущий обзор,,delete view tooltip
ResourceTree_ExpandCollapseAllToolTip,Expand/Collapse All,Развернуть/Свернуть все,,expand/collapse all elements of the resource tree tooltip
ResourceTree_ExpandCollapseAll,Expand/Collapse All,Развернуть/Свернуть все,,expand/collapse all elements of the resource tree tooltip
ResourceTree_ExpandAll,Expand All,Развернуть все,,Expand all elements of the resource tree
ResourceTree_CollapseAll,Collapse All,Свернуть все,,Collapse all elements of the resource tree
RoomEditor_AddSubLayer,Add Sub Layer,Добавить подслой,,context sub menu heading for adding sub layers in the room editor layer view
RoomEditor_AddRootLayer,Add Layer,Добавить слой,,context sub menu heading for adding layers at the same level as the selected layer in the room editor layer view
RoomEditor_AllLayers,All,Все,,Layers label next to the set all layers locked/visible checkboxes
RoomEditor_ConfirmDeleteInstances,Are you sure you want to delete the following items (Note: Instance creation code will be irrevocably lost): {0},"Вы уверены, что хотите удалить следующие элементы? (Примечание: Код создания экземпляра будет безвозвратно утерян): {0}",,Confirm delete instances
RoomEditor_ConfirmDeleteLayers,Are you sure you want to delete the following layers (Note: Instance creation code will be irrevocably lost): {0},"Вы уверены, что хотите удалить следующие слои? (Примечание: Код создания экземпляра будет безвозвратно утерян): {0}",,Confirm delete layers
RoomEditor_ConfirmDeleteParentItems,Attempting to delete items from a parent room (Note: Instance creation code will be irrevocably lost).\nDelete All: Delete matching items from child rooms\nKeep All: Keep all child room items\nKeep Changed: Keep child room items which have overridden the parent\nImmediate Children: {0},"Попытка удаления элементов из родительского рума (Примечание: Код создания экземпляра будет безвозвратно утерян).\nУдалить все: Удалить совпадающие элементы из дочерних румов\nСохранить все: Сохранить все элементы дочернего рума\nСохранить измененные: Сохранить элементы дочерних румов, которые перекрыли родителя\nнепосредственного дочернего элемента: {0}",,layer delete confirm dialog message explaining the child layer deletion options
RoomEditor_ConfirmDeleteParentLayers,Attempting to delete layers from a parent room (Note: Instance creation code will be irrevocably lost).\nDelete All: Delete matching layers from child rooms\nKeep All: Keep all child room layers\nKeep Changed: Keep child room layers which have overridden the parent\nImmediate Children: {0},"Попытка удаления слоев из родительского рума (Примечание: Код создания экземпляра будет безвозвратно утерян).\nУдалить все: Удалить одинаковые слои из дочерних румов\nСохранить все: Сохранить все слои дочерних румов\nСохранить измененные: Сохранить слои дочерних румов, которые перекрыли родителя\nнепосредственный дочерний элемент: {0}",,layer delete confirm dialog message explaining the child layer deletion options
RoomEditor_DeleteAllChildLayers,Delete All,Удалить все,,layer delete confirm dialog message for the delete all button
RoomEditor_DeleteLayer,Delete Layer,Удалить слой,,context menu option for deleting a layer
RoomEditor_RenameLayer,Rename Layer,Переименовать слой,,context menu option for renaming a layer
RoomEditor_DeleteSelectedLayer,Delete Selected Layers,Удалить выбранные слои,,tooltip for the delete selected layers button
RoomEditor_GraphicProperties,Graphic: {0},Графика: {0},,graphic properties window 
RoomEditor_ParticleSystemProperties,Particle System: {0},Система частиц: {0},,graphic properties window 
RoomEditor_SequenceProperties,Sequence: {0},Последовательность: {0},,graphic properties window 
RoomEditor_SpriteProperties,Sprite: {0},Спрайт: {0},,graphic properties window 
RoomEditor_GridColour,Colour:,Цвет:,,room editor toolbar grid colour select button caption
RoomEditor_GridSnapX,Snap X:,Снэп (выравнивание по сетке) X:,,room editor toolbar grid horizontal snap numeric textbox caption
RoomEditor_GridSnapY,Snap Y:,Снэп (выравнивание по сетке) Y:,,room editor toolbar grid vertical snap numeric textbox caption
RoomEditor_Inherit,Inherit,Унаследовать,,Inherit button caption
RoomEditor_InheritCode,Inherit Creation Code,Унаследовать код создания,,Tooltip for the button which sets if this room inherits its creation code from the parent
RoomEditor_InheritEditorSettings,Inherit Editor Properties,Унаследовать свойства редактора,,Inherit button tool tip caption for editor settings
RoomEditor_InheritPhysicsSettings,Inherit Physics Properties,Унаследовать физические свойства,,Inherit button tool tip caption for physics settings
RoomEditor_InheritRoomSettings,Inherit Room Settings,Унаследовать настройки рума,,Inherit button tool tip caption for room settings
RoomEditor_InheritSubLayers,Inherit Sub Layers,Унаследовать подслои,,Context menu option for inheriting sub layers from the parent layer
RoomEditor_InheritView,Inherit View,Унаследовать обзор,,inherit toggle button caption for a single view entry
RoomEditor_InheritViewSettings,Inherit View Properties,Унаследовать свойства обзора,,Inherit button tool tip caption for view settings
RoomEditor_InheritVisibility,Inherit Layer Visibility,Унаследовать видимость слоя,,Context menu entry for whether a layer should inherit visibility state
RoomEditor_InstanceProperties,Instance: {0},Экземпляр: {0},,Instance properties window title
RoomEditor_KeepAllChildLayers,Keep All,Сохранить все,,layer delete confirm dialog message for the keep all button
RoomEditor_KeepBrokenChildLayers,Keep Changed,Сохранить измененные,,layer delete confirm dialog message for the keep changed button
RoomEditor_LayerProperties,{1} Layer Properties - {0},{1} Свойства слоя - {0},,Window title for the layer properties
RoomEditor_Layers,Layers - {0},Слои - {0},,Window heading for the room editor layers view
RoomEditor_NewAssetLayer,Create New Asset Layer,Создать новый слой актива,,Tool tip for the new asset layer button
RoomEditor_NewBackgroundLayer,Create New Background Layer,Создать новый фоновый слой,,Tool tip for the new background layer button
RoomEditor_NewFolder,Create New Folder,Создать новую папку,,Tool tip for the new folder button
RoomEditor_NewInstanceLayer,Create New Instance Layer,Создать новый слой экземпляра,,Tool tip for the new instance layer button
RoomEditor_NewPathLayer,Create New Path Layer,Создать новый слой пути,,Create new path layer tool tip for room editor
RoomEditor_NewTileLayer,Create New Tile Layer,Создать новый слой плитки,,Tool tip for the new tile layer button
RoomEditor_NoParentItemToolTip,"{0} ({1}, {2})","{0} ({1}, {2})",,instance/graphic tooltip when there is no parent item
RoomEditor_ItemToolTip,"{0} ({1}, {2}) parent - {3}","{0} ({1}, {2}) родитель - {3}",,instance/graphic tooltip when there is no parent item
RoomEditor_RoomProperties,Properties - {0},Свойства - {0},,Window title for room properties
RoomEditor_InstanceCreationOrder,Instance Creation Order - {0},Порядок создания экземпляров - {0},,Window title for instance creation order
RoomEditorMenu_InstanceCreationOrder,Instance Creation Order,Порядок создания экземпляров,,menu entry for instance creation order window
RoomEditor_SelectedTileBrush,Brush:,Кисть:,,Label for the currently selected tile editing brush
RoomEditor_SelectedTileTool,Tool:,Инструмент:,,Label for the currently selected tile editing tool
RoomEditor_EditingWindowMode,Editing Mode:,Режим редактирования:,,Label for the TileSet macro page mode (selection or editing)
RoomEditor_TileWindow,Tiles - {0},Плитки - {0},,Tile view/selection window title
RoomEditor_ZoomLevel,Zoom: {0}%,Масштаб: {0}%,,label to display the current zoom level
RoomEditorMenu_LayerProperties,Layer Properties,Свойства слоя,,context menu option for opening the layer properties window
RoomEditorMenu_LayerView,Layer View,Обзор слоя,,menu entry to open the layer view
RoomEditorMenu_ResetWindowLayout,Reset Windows On Current Desktop,Сбросить окна на текущем десктопе,,menu entry to reset the room window layout bringing windows to the currently selected desktop
RoomEditorMenu_Room,Room,Рум,,menu heading for the room editor
RoomEditorMenu_RoomProperties,Room Properties,Свойства рума,,menu entry to open the room properties
RoomEditorMenu_Windows,Windows,Окна,,sub menu entry for the room editor windows
RoomEditorTileEditing_ClearSelection,Clear Selection,Убрать выбор,,Tile editing menu entry heading for clear the current mask selection
RoomEditorTileEditing_CopySelection,Copy Selection,Копировать выбор,,Tile editing menu entry heading for copy the current mask selection
RoomEditorTileEditing_CutSelection,Cut Selection,Вырезать выбор,,Tile editing menu entry heading for cut the current mask selection
RoomEditorTileEditing_DeleteSelection,Delete Selection,Удалить выбор,,Tile editing menu entry heading for delete the current mask selection
RoomEditorTileEditing_InvertSelection,Invert Selection,Инвертировать выбор,,Tile editing menu entry heading for invert the current mask selection
RoomEditorTileEditing_Menu,Tile Editing,Редактирование плитки,,Tile editing sub menu entry heading
RoomEditorTileEditing_TileDisplayWindow,Tile Selection Window,Окно выбора плитки,,Tile editing menu entry heading for open the tile selection window
RoomEditorTool_AutoTile,Auto Tile ,Автотайлинг ,,tooltip for auto tile tool
RoomEditorTool_SelectTiles,Select Tiles ,Увеличенный размер тайлов ,,tooltip for tile selection tool
RoomEditorTool_TileBrush,Paint Tiles,Нарисовать плитки,,Button tooltip for the tile brush tool
RoomEditorTool_TileEraser,Eraser ,Ластик ,,tooltip for tile eraser tool
RoomEditorTool_TileFlip,Flip ,Перевернуть ,,tooltip for flip tile brush
RoomEditorTool_TileInheritance,Show Tile Inheritance,Показать наследование плитки,,Tooltip message for the show tile inheritance button
RoomEditorTool_TileMirror,Mirror ,Отразить ,,tooltip for mirror tile brush
RoomEditorTool_TilePaintInheritance,Edit Tile Inheritance ,Изменить наследование тайлов ,,tooltip for inheritance tile brush
RoomEditorTool_TilePen,Pen ,Перо ,,tooltip for tile pen tool
RoomEditorTool_TileRotate,Rotate Tile ,Повернуть тайл ,,tooltip for rotate tile brush
RoomEditorTool_TileFill,Fill ,Заполнить ,,tooltip for fill tile tool
RoomEditorTool_TileLine,Line ,Линия ,,tooltip for line tile tool
RoomEditorTool_TileRect,Rectangle ,Прямоугольник ,,tooltip for rectangle tile tool
RoomProperties_BackgroundColour,Room Colour,Цвет рума,,room properties section heading for background colour
RoomProperties_ClearDisplayBuffer,Clear Display Buffer,Убрать буфер дисплея,,checkbox caption for clear display buffer option
RoomProperties_ClearView,Clear Viewport Background,Убрать фон окна просмотра,,checkbox caption for clear view background option
RoomProperties_Colour,Colour,Цвет,,colour select box caption
RoomProperties_CreationCode,Creation Code,Код создания,,button caption for opening creation code
RoomProperties_CreationOrder,Instance Creation Order,Порядок создания экземпляров,, button caption for opening the instance creation order window
RoomProperties_EnablePhysics,Enable Physics,Активировать физику,,Checkbox caption for enabling physics
RoomProperties_EnableViews,Enable Viewports,Активировать окна просмотра,,checkbox caption for enable views option
RoomProperties_GravityX,Gravity X,Гравитация X,,Numeric textbox caption for horizontal gravity
RoomProperties_GravityY,Gravity Y,Гравитация Y,,Numeric textbox caption for vertical gravity
RoomProperties_HBorder,Horizontal Border,Горизонтальная граница,,numeric text box label for view for horizontal border
RoomProperties_Height,Height,Высота,,numeric textbox caption for room height
RoomProperties_HSpeed,Horizontal Speed,Горизонтальная скорость,,numeric text box label for view for horizontal speed
RoomProperties_Persistent,Persistent,Постоянный,,checkbox caption for persistent setting
RoomProperties_Physics,Room Physics,Физика рума,,Room properties section heading for physics
RoomProperties_PixsToMeters,Pixels To Meters,Пиксели в метры,,Numeric textbox caption for pixels to meters conversion
RoomProperties_Settings,Room Settings,Настройки рума,,room properties section heading for settings
RoomProperties_ShowColour,Draw Background Colour,Изобразить цвет фона,,checkbox caption for drawing background colour
RoomProperties_Speed,Speed,Скорость,,numeric textbox caption for room speed
RoomProperties_VBorder,Vertical Border,Вертикальная граница,,numeric text box label for view for vertical border
RoomProperties_View,Viewport {0},Окно просмотра {0},,view instance heading in room properties
RoomProperties_ViewArea,Camera Properties,Свойства камеры,,group heading for room view area settings
RoomProperties_ViewFollowing,Object Following,Следование за объектом,,group heading for object following settings
RoomProperties_ViewH,Height,Высота,,numeric text box label for view or view port height
RoomProperties_Viewport,Viewport Properties,Свойства окна просмотра,,group heading for viewport settings
RoomProperties_Views,Viewports and Cameras,Окна просмотра и камеры,,room properties section heading for views
RoomProperties_ViewVisible,Visible,Видимый,,checkbox caption for whether the view is visible from room start
RoomProperties_ViewW,Width,Ширина,,numeric text box label for view or view port width
RoomProperties_ViewX,X Pos,Поз. X,,numeric text box label for view or view port x pos
RoomProperties_ViewY,Y Pos,Поз. Y,,numeric text box label for view or view port y pos
RoomProperties_VSpeed,Vertical Speed,Вертикальная скорость,,numeric text box label for view for vertical speed
RoomProperties_Width,Width,Ширина,,numeric textbox caption for room width
Run_Menu_Clean,Clean,Убрать,,"Run menu ""Clean"""
Run_Menu_CreateExecutable,Create Executable,Создать исполняемый файл,,The Create Executable menu item
Run_Menu_Run,Run,Запустить,,"Run menu ""Run"""
Run_Menu_RunDebug,Debug,Отладка,,"Run menu ""Debug"""
Saving,Saving...,Сохранение...,,Saving
SCM_Add_Path,Add Path,Добавить путь,,Add a path to the SCM
SCM_Clone,Clone Repository,Клонировать хранилище,,Clone a Source Control Repository
SCM_Commit,Commit Changes,Подтвердить изменения,,Commit local changes to Repository
SCM_Conflicts,Show Conflicts,Показать конфликты,,Show Conflicts within Repository
SCM_Create,Create Project Repository,Создать хранилище проекта,,Create a local Source Control Repository for this project
SCM_Delete_Path,Delete Path,Удалить путь,,Delete a path from Source Control
SCM_History,View History,Просмотреть историю,,View Source Control Repository History
SCM_Import,Import Project into Repository,Импортировать проект в хранилище,,Import a Game Maker Project to a Source Control Repository
SCM_Menu,Source Control,Управление источником,,Source Control Menu title
SCM_Pull,Pull Changes,Вывести изменения,,Pull Changes from Source Control Repository
SCM_Push,Push Changes,Внедрить изменения,,Push Changes to Source Control Repository
SCM_Revert_All,Revert All,Вернуть все,,Revert all changes from Source Control
SCM_Revert_Path,Revert Path,Вернуть путь,,Revert an item from Source Control
SCM_Revert_Revision,Revert To This Revision,Вернуться к этой ревизии,,Revert to the selected revision in SCM
SCM_Conflict_Title,Source Control Conflicts,Конфликты управления источником,,Source Control Conflicts window title
SCM_Conflict_Theirs,Use Theirs,Использовать их,,"Use ""Their"" version to resolve conflict"
SCM_Conflict_Merge,Merge,Объединить,,Open Merge Tool
SCM_Conflict_MergeTool,Choose Merge Tool,Выбрать инструмент объединения,,Choose which merge tool to use
SCM_Conflict_MergeTool_Path,Tool location,Расположение инструмента,,The Path to the Tool to use
SCM_Conflict_MergeTool_Options,Tool options,Опции инструмента,,The Options to send to the Tool
SCM_Conflict_Mine,Use Mine,Использовать мой,,"Use ""Mine"" to resolve conflict"
SCM_Successful_Merge,Was the Merge operation successful?,Операция объединения прошла удачно?,,Wait for the Merge Tool to finish and ask the user if the operation has been a success
SearchReplace_Cancelled,Search Cancelled,Поиск отменен,,Search and Replace - Search Cancelled
SearchReplace_CaseSensitive,Case Sensitive,С учетом регистра,,Search and Replace - Case Sensitive
SearchReplace_SearchStart,Searching for '{0}'...,Поиск '{0}'...,,search started message
SearchReplace_ReplaceAllStart,Replacing '{0}' with '{1}',Замена '{0}' на '{1}',,replace all start message
SearchReplace_Complete,Search Complete ({0} results),Поиск завершен - ({0} - результаты),,Search and Replace - Search Complete
SearchReplace_ContentHeader,Content,Контент,,"Search & Replace - Output window ""content"" header"
SearchReplace_EndOfResults,"End of search results reached, should we loop?","Достигнут конец результатов поиска, повторить действие?",,"End of Search and Replace results, loop to beginning or end?"
SearchReplace_FindAll,Find All,Найти все,,Search and Replace - Find All
SearchReplace_FindNext,Find Next,Найти далее,,Search and Replace - Find Next
SearchReplace_FindPrevious,Find Previous,Найти предыдущий,,Search and Replace - Find Previous
SearchReplace_ItemHeader,Item,Элемент,,"Search & Replace - Output window ""item"" header"
SearchReplace_LineHeader,Line,Линия,,"Search & Replace - Output window ""line"" header"
SearchReplace_NoResults,No results were found.,Результатов не найдено.,,Search and Replace - No results found.
SearchReplace_Replace,Replace:,Заменить:,,Search and Replace - Replace
SearchReplace_ReplaceAll,Replace All,Заменить все,,Search and Replace - Replace All
SearchReplace_ReplaceAllQuery,Are you sure you want to Replace All?\nThis will edit files on disk.,"Вы уверены, что хотите заменить все?\nЭто отредактирует файлы на диске.",,Warn user that a Replace All will edit files on disk.
SearchReplace_ReplaceSelected,Replace,Заменить,,Search and Replace - Replace Selected
SearchReplace_Search,Search:,Поиск:,,Search and Replace - Search
SearchReplace_Title,Search & Replace,Найти и заменить,,Search and Replace title
SearchReplace_WholeWordOnly,Whole Word Only,Только все слово,,Search and Replace - Whole Word Only
SearchReplace_MoreResults,There are more results available...,Доступны другие результаты...,,There are too many results to display
SearchReplace_StopSearch,Stop Search,Остановить поиск,,Search And Replace - stop search
SearchReplace_IgnoreComments,Ignore Comments,Игнорировать комментарии,,Ignore Comments
SearchReplace_FilterScripts,Scripts,Скрипты,,Scripts
SearchReplace_FilterObjects,Objects,Объекты,,Objects
SearchReplace_FilterSequences,Sequences,Последовательности,,Sequences
SearchReplace_FilterRooms,Rooms,Румы,,Rooms
SearchReplace_FilterNotes,Notes,Примечания,,Notes
SearchReplace_FilterTimelines,Timelines,Временные шкалы,,Timelines
SearchReplace_FilterShaders,Shaders,Шейдеры,,Shaders
SearchReplace_FilterExtensions,Extensions,Расширения,,Extensions
SoundEditor_Attributes,Attributes:,Свойства:,,Sound Editor Attributes - for choosing uncompressed/streaming options
SoundEditor_AudioGroup,Audio Group:,Аудиогруппа:,,Sound Editor Audio Group labal
SoundEditor_BitRate,Bit Rate (kbps):,Скорость в битах (кбит/с):,,Sound Editor Target Bit Rate ( in kbps )
ListBoxEnum_eGMSoundCompression_Compressed,Compressed - Not Streamed,Сжатый — Без стрима,,Sound Editor Attribute - Compressed and Not Streamed
ListBoxEnum_eGMSoundCompression_CompressedAndStreamed,Compressed - Streamed,Сжатый — Со стримом,,Sound Editor Attribute - Compressed - Streamed
SoundEditor_CopyingSound,Copying Sound...,Копирование звука...,,SoundEditor - copying sound to project
SoundEditor_EditSound,Edit Sound,Редактировать звук,,Sound Editor Edit Sound Button
SoundEditor_Name,Name:,Имя:,,Sound Editor Name label
SoundEditor_NoSound,No Sound has been loaded,Звук не загружен,,SoundEditor - no sound has been loaded
SoundEditor_Open,Open,Открыть,,Sound Editor - Open new sound
SoundEditor_Quality,Quality:,Качество:,,Sound Editor Quality label
SoundEditor_SampleRate,Sample Rate:,Интервал выборки:,,Sound Editor Target Sample Rate
SoundEditor_SoundLoaded,Sound Loaded,Звук загружен,,SoundEditor - Sound has been loaded
SoundEditor_TargetOptions,Target Options:,Опции цели:,,"Sound Editor Target Options - for choosing sample rate, bit rate, etc..."
SoundEditor_Title,Sound: {0},Звук: {0},,Title of SoundEditor window
ListBoxEnum_eGMSoundCompression_Uncompressed,Uncompressed - Not Streamed,Не сжатый - без стрима,,Sound Editor Attribute - Uncompressed and Not Streamed
